runN,Variables,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
77,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,50,50,50,53,51,54,50,50,48,51,51,51,52,52,49,46,53,54,48,52,51,50,54,49,50,50,52,52,48,49,49,49,45,51,53,54,55,48,49,50,51,49,48,47,48,51,53,50,51,53
78,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),49,53,52,54,45,49,52,49,46,49,47,52,51,50,52,54,50,52,49,48,48,52,52,50,49,54,48,49,47,50,47,48,51,52,49,50,49,50,49,52,50,50,50,50,49,47,52,50,51,52,48
78,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,48,49,52,51,53,55,55,53,56,54,53,52,52,54,50,51,50,50,49,49,49,49,48,48,50,48,47,48,48,51,48,50,50,52,51,47,49,50,51,50,49,50,47,43,46,46,49,49,47,49
78,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,50,50,49,50,50,49,49,45,47,47,48,49,51,50,50,50,51,50,50,50,53,52,51,52,51,53,53,51,52,52,51,54,53,50,50,47,49,50,50,48,50,49,51,48,50,49,51,51,52,53
78,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),46,49,51,49,48,47,49,46,53,48,51,47,50,56,49,49,55,50,53,50,48,48,51,49,49,48,50,49,47,51,47,50,45,52,52,47,51,51,50,49,54,50,48,52,53,49,50,51,52,47,51
79,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),58,50,52,54,49,46,48,49,54,54,50,48,52,57,51,50,50,47,47,50,49,49,52,49,49,48,50,44,50,47,50,54,54,48,50,51,50,49,47,49,52,49,47,51,49,51,48,53,51,51,51
79,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,52,53,53,51,53,51,51,50,48,49,46,49,46,48,48,48,49,50,50,48,47,48,46,47,48,46,45,45,47,49,45,48,50,52,50,50,50,51,50,51,51,52,51,52,49,48,52,52,49,51
79,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),52,51,49,50,53,51,51,53,51,50,51,48,50,52,48,51,51,49,50,54,51,52,52,51,51,49,50,50,51,48,51,54,50,51,51,49,52,53,53,51,53,50,50,49,50,48,50,50,47,47,48
79,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,49,55,52,50,52,49,50,49,48,47,50,51,49,54,48,48,53,54,49,50,49,52,48,51,50,47,51,50,46,48,48,51,54,51,51,50,49,50,54,47,50,49,47,54,48,50,50,51,48,53
80,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),49,51,48,49,47,52,51,47,49,51,49,49,51,52,50,49,48,51,51,49,52,50,47,52,46,48,54,49,50,47,52,51,52,53,51,53,47,49,51,52,49,51,49,50,53,50,53,51,53,52,53
80,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),53,53,51,51,48,48,49,52,54,52,52,51,49,48,46,48,46,45,45,45,46,47,47,47,49,50,51,50,49,49,48,51,49,48,49,48,49,51,51,52,54,49,47,48,44,46,48,46,48,49,49
80,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,52,52,50,50,50,51,50,50,50,50,51,52,50,50,50,50,53,51,51,50,50,55,54,53,54,54,53,52,53,52,51,55,57,55,57,53,53,50,50,49,51,50,50,51,54,54,54,53,52,54
80,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),52,44,51,48,53,49,52,49,49,52,48,51,53,49,53,53,49,51,51,51,46,49,50,51,49,51,47,51,53,51,54,50,49,49,54,48,51,46,48,49,53,49,53,52,50,51,50,49,50,50,54
81,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),47,48,50,54,53,46,52,51,51,51,52,49,52,49,50,46,51,51,49,52,52,51,50,53,49,52,51,48,45,52,52,50,49,51,48,47,53,47,50,47,51,49,48,47,47,44,53,48,46,50,51
81,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),53,50,50,47,48,50,49,49,47,49,48,49,50,50,50,49,52,51,49,49,49,50,49,51,50,48,48,47,48,46,48,52,50,51,50,49,49,47,47,52,52,53,52,48,48,48,48,47,48,48,55
81,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),54,54,53,54,53,51,53,52,53,51,50,50,53,49,51,53,50,49,53,54,53,51,51,54,54,50,51,52,52,53,55,52,54,52,53,53,52,55,50,53,52,51,51,50,52,51,52,53,52,49,49
81,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,53,49,48,51,51,54,52,49,53,51,49,49,51,49,50,51,49,50,49,54,48,49,49,50,48,49,50,47,48,53,48,53,49,49,48,48,51,51,46,48,48,53,52,52,50,48,49,49,54,48
82,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,48,48,53,53,46,49,46,49,44,47,49,49,51,50,49,49,50,49,53,52,51,50,55,52,50,48,49,51,48,48,53,52,48,46,52,50,48,52,46,50,48,52,50,48,48,51,48,51,51,50
82,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,53,50,48,46,49,45,49,49,52,50,52,53,50,52,51,55,54,54,50,50,51,50,51,52,51,50,52,52,52,51,51,53,48,51,49,47,47,44,47,50,51,49,49,47,50,49,52,50,48,46
82,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),52,53,51,49,48,48,47,47,48,49,45,50,50,50,49,50,50,47,46,47,48,48,47,46,47,51,49,50,44,50,48,50,51,53,55,53,51,52,54,53,52,52,52,52,51,51,52,53,52,51,50
82,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),50,47,47,51,49,48,50,49,53,49,48,49,49,52,47,50,48,50,49,50,51,57,48,52,48,48,53,47,48,47,48,50,47,47,51,49,47,47,47,52,52,50,51,50,56,49,48,48,47,51,49
83,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),57,49,49,49,51,51,51,50,49,48,49,49,48,48,50,52,48,48,48,49,47,49,47,51,47,49,55,53,48,48,54,46,50,50,46,53,52,52,49,47,52,46,48,52,49,46,49,50,48,48,51
83,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),52,49,50,49,49,50,51,51,50,46,49,50,50,51,54,49,50,50,49,49,48,52,48,47,49,50,49,50,52,51,51,54,54,52,52,52,51,48,48,50,52,51,51,51,50,50,52,48,50,50,48
83,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,49,48,48,50,49,49,52,50,53,53,51,53,54,53,52,57,53,52,55,51,49,48,51,50,48,45,48,51,48,49,47,48,49,51,54,53,51,49,48,51,50,49,51,48,51,49,52,50,49,52
83,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,48,49,53,50,53,49,53,48,45,51,48,49,51,46,50,49,50,52,48,52,52,52,49,48,51,49,49,48,51,51,47,54,47,52,47,52,50,53,50,52,50,52,52,48,50,52,48,50,48,50
84,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),49,51,51,46,50,47,50,49,50,49,50,50,48,51,48,49,44,50,49,52,45,49,50,52,51,47,49,51,48,48,49,51,53,53,48,51,47,50,51,49,47,51,48,50,45,50,47,50,45,47,47
84,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),52,53,50,51,52,51,51,52,50,50,50,50,49,52,49,51,54,52,51,54,51,49,50,52,49,50,49,53,51,50,48,49,52,53,55,53,54,54,53,53,55,49,52,53,53,53,50,52,55,55,51
84,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,49,47,51,50,47,45,46,48,49,48,49,49,53,52,51,49,48,47,51,49,49,51,53,54,53,50,53,56,53,51,50,52,53,52,52,52,49,50,49,48,48,49,49,48,49,48,50,52,52,50
84,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,50,49,50,52,51,46,50,52,47,52,53,48,50,52,49,50,49,49,48,53,51,49,53,49,53,48,46,49,48,52,54,46,51,46,50,53,49,50,51,52,45,49,46,49,49,49,47,54,50,52
85,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,52,52,52,49,48,46,50,50,48,51,53,51,51,51,52,47,50,48,50,48,50,48,50,52,51,51,51,49,50,48,45,48,48,51,52,48,50,50,51,49,49,50,50,46,53,52,50,48,46,50
85,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,48,47,50,47,49,49,50,52,50,49,47,47,48,45,47,49,50,50,49,52,51,52,51,53,48,50,50,48,50,50,49,53,51,48,49,50,52,49,47,48,52,48,51,50,52,54,53,55,54,55
85,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),52,53,49,48,48,48,48,50,52,52,49,49,52,46,44,45,46,49,46,46,47,44,47,48,47,48,49,51,49,49,52,50,51,48,47,48,48,49,51,51,52,49,52,49,50,49,50,51,50,51,51
85,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,47,50,48,52,46,52,49,49,51,52,54,54,52,51,51,53,48,49,51,53,52,49,46,52,50,52,49,49,49,52,50,48,47,46,47,52,50,48,50,51,50,50,45,51,51,49,47,49,47,49
86,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,48,48,53,51,53,49,52,51,46,50,49,51,48,47,51,50,46,53,47,47,44,47,50,52,51,50,47,50,49,52,52,49,49,51,46,50,52,50,53,49,51,51,52,55,51,54,47,48,47,50
86,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),52,49,48,47,47,45,44,47,51,49,49,47,48,49,51,52,48,47,46,49,46,50,47,47,49,49,49,49,50,48,51,50,50,53,52,53,52,52,49,47,50,48,49,47,51,49,51,49,50,50,51
86,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,49,49,48,48,50,52,50,50,51,52,50,48,49,49,51,50,50,50,53,53,51,49,48,48,49,48,49,51,50,48,50,50,53,53,51,50,50,51,51,51,47,50,50,54,50,52,53,53,51,49
86,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,52,50,51,48,54,52,51,52,51,45,50,46,52,52,48,50,52,49,49,48,48,49,51,50,49,51,50,47,49,47,46,47,54,49,49,44,49,52,46,51,48,52,49,51,54,51,54,49,48,46
87,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),49,50,53,48,48,54,53,49,54,47,49,51,50,47,48,53,51,54,50,51,52,49,50,51,54,48,50,50,51,49,50,51,52,48,50,48,50,50,52,50,49,48,49,50,51,51,48,45,49,53,49
87,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),49,51,53,51,49,51,49,47,52,50,51,48,53,52,54,53,52,50,50,49,48,50,51,52,49,50,50,49,52,52,51,51,53,52,53,51,49,48,50,48,53,50,51,52,50,51,49,51,49,53,51
87,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,51,48,48,48,49,48,51,50,49,50,53,51,52,53,50,50,52,52,53,51,49,50,47,50,50,49,48,50,50,52,51,52,49,50,50,53,55,51,52,53,53,50,50,51,51,51,49,49,52,48
87,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,47,46,47,55,50,44,50,47,48,45,47,50,47,50,49,48,47,50,53,48,51,50,48,51,50,50,48,51,50,50,51,50,50,49,52,50,53,51,54,43,45,50,43,47,49,50,48,49,50,49
88,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),52,51,52,52,49,47,49,50,49,49,51,48,49,48,52,51,52,56,49,54,50,54,49,51,49,54,48,50,51,52,53,47,43,51,51,52,48,51,55,49,53,52,50,51,50,50,53,49,48,55,53
88,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,52,53,50,53,49,48,49,51,47,49,50,52,51,49,50,48,47,51,52,55,53,51,51,50,50,47,48,45,46,53,54,51,52,52,50,52,48,48,47,51,50,51,52,51,52,51,51,51,48,50
88,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),48,48,52,49,53,53,50,49,49,48,51,50,51,53,50,49,48,47,49,51,49,49,50,52,49,47,48,49,47,47,46,48,50,50,49,49,47,49,50,51,51,50,51,52,53,50,50,50,50,50,49
88,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,52,46,51,49,50,46,49,49,53,54,52,54,48,51,51,48,54,47,50,53,52,53,48,57,51,51,50,52,51,53,51,51,50,54,53,52,55,51,49,50,53,49,48,54,52,49,49,56,48,45
89,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,45,48,52,50,51,52,50,52,51,48,48,50,47,51,53,49,52,49,55,54,55,52,51,49,50,54,54,47,48,52,51,46,52,50,52,50,53,52,50,53,53,48,50,50,46,50,50,50,49,50
89,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),53,50,48,48,47,46,49,50,50,48,49,50,51,49,49,48,49,49,46,46,46,45,47,46,49,49,49,51,51,52,51,49,49,48,53,50,52,46,47,46,45,48,49,48,48,44,46,46,48,47,49
89,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,53,49,52,50,51,48,51,50,49,49,52,47,49,50,50,52,50,51,50,52,53,50,49,47,47,46,49,51,52,50,51,47,46,46,48,48,48,50,49,50,49,51,49,52,50,51,50,50,49,49
89,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,53,49,50,50,52,54,50,50,49,51,49,48,46,53,51,52,47,52,52,53,52,52,54,51,49,52,49,52,49,51,51,47,53,52,53,48,50,51,51,52,47,49,49,51,53,50,50,53,47,50
90,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),52,50,49,53,48,53,55,49,49,47,48,52,55,49,51,51,52,50,51,49,51,51,48,52,52,49,51,48,50,53,51,44,51,47,50,50,50,50,48,50,50,52,47,48,50,47,48,49,44,49,48
90,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),47,50,46,47,45,49,50,47,50,46,45,49,47,49,47,46,47,49,47,47,45,48,50,49,46,49,51,50,51,53,51,50,49,48,50,51,50,49,48,45,46,50,50,52,50,49,51,49,48,49,47
90,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,53,51,53,52,53,53,50,51,50,50,50,54,52,53,52,50,52,51,51,49,50,52,53,51,51,52,52,51,52,53,55,54,53,53,53,53,52,52,51,53,52,52,51,52,52,51,51,52,50,51
90,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,49,51,52,50,46,48,51,51,49,45,49,53,54,48,49,47,47,52,51,52,48,54,52,51,51,51,47,53,49,51,50,47,53,50,52,50,46,49,48,48,47,50,52,52,46,48,52,52,53,55
91,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),45,50,47,49,51,52,45,46,51,51,49,53,49,49,47,50,49,49,53,51,47,47,50,54,50,51,47,50,48,53,48,48,50,52,50,52,49,48,48,53,49,50,50,53,47,46,50,49,49,47,49
91,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,50,50,48,49,51,52,52,50,48,49,50,52,49,48,49,48,48,47,47,47,48,48,50,48,49,52,53,54,53,52,51,47,47,46,48,48,46,51,48,49,48,47,49,50,49,49,49,48,48,50
91,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),48,50,52,53,52,53,52,48,51,52,50,52,55,52,50,50,50,53,52,50,50,49,47,45,46,47,46,50,47,46,48,49,50,49,50,48,51,51,49,50,51,51,48,49,50,52,53,52,53,52,51
91,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,51,47,50,47,49,50,52,46,53,53,54,47,51,50,48,48,53,54,50,46,55,47,47,49,53,55,49,50,52,55,49,52,48,54,49,51,48,51,47,47,51,52,55,53,50,50,51,48,51,53
92,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,50,51,49,53,48,49,49,52,49,46,49,51,46,50,51,52,50,48,51,54,47,50,53,50,47,49,54,46,51,49,49,51,47,52,50,53,43,51,49,47,51,49,50,47,51,50,48,53,52,50
92,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),47,49,49,51,53,52,53,53,50,49,48,48,51,48,51,51,50,51,48,48,53,51,53,51,48,47,49,48,48,46,48,49,48,46,46,46,50,51,51,54,51,50,51,53,51,51,49,49,48,47,46
92,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),51,48,48,46,47,50,49,50,52,52,51,50,53,48,50,49,49,48,45,49,49,48,48,50,50,49,50,51,48,48,51,47,48,49,48,50,50,54,53,50,48,48,50,51,51,52,50,49,50,51,51
92,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),47,53,54,52,51,52,47,54,48,50,47,48,53,52,49,52,47,51,53,51,50,55,53,50,50,50,51,51,51,50,52,46,49,52,49,51,49,47,50,50,48,50,50,52,50,49,47,52,49,54,50
93,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,49,50,49,49,50,48,52,48,53,51,51,49,47,48,49,51,49,50,50,51,50,51,50,52,47,53,51,46,48,47,54,49,54,45,51,48,52,51,49,47,50,48,49,52,51,49,47,52,53,51
93,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),50,48,49,53,55,53,50,51,52,52,50,50,52,48,48,53,53,51,52,48,51,53,50,53,50,51,51,50,51,53,50,50,51,50,49,49,53,49,49,52,52,51,54,51,48,48,49,48,49,51,52
93,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,48,49,49,51,52,48,51,51,51,50,48,49,50,55,52,52,51,49,47,47,46,45,46,48,52,49,47,48,49,51,51,49,50,52,51,49,50,50,53,49,51,51,50,48,49,46,49,49,49,48
93,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),52,52,53,48,49,50,50,50,51,49,46,51,46,46,54,51,52,54,50,52,49,53,46,50,50,52,50,50,53,50,52,49,48,47,51,51,46,50,48,49,51,48,51,47,47,52,52,53,52,49,53
94,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),48,51,49,51,52,50,48,48,52,48,50,46,48,47,51,50,56,54,52,52,48,50,51,52,52,51,52,54,47,48,48,51,46,46,52,46,51,51,46,51,46,51,48,48,47,50,50,51,45,45,48
94,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),50,48,48,49,49,50,51,50,50,49,47,48,50,51,50,48,48,46,49,50,48,49,50,50,52,52,52,52,54,51,51,50,51,55,53,49,53,55,51,51,50,50,50,52,53,51,53,54,50,50,51
94,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),48,52,49,50,53,53,52,52,49,48,52,51,52,50,50,51,51,51,48,49,50,52,51,53,51,51,49,48,53,49,51,50,51,49,48,49,50,48,49,50,47,47,47,48,49,49,51,51,52,53,50
94,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,49,49,53,48,51,49,50,52,49,51,52,49,51,53,49,52,53,50,48,53,58,50,51,54,50,52,47,51,47,52,49,50,52,53,45,51,49,49,51,50,51,47,46,52,47,48,49,53,48,49
95,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),47,50,52,47,49,51,49,54,49,52,50,53,45,50,50,49,52,51,52,45,53,54,50,48,50,47,49,45,52,49,51,47,51,47,51,53,50,51,56,49,53,52,51,50,51,49,49,52,49,48,47
95,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,49,50,50,53,50,52,53,52,54,53,55,53,55,54,56,53,50,49,49,52,52,53,54,50,49,50,52,52,52,52,50,52,53,52,52,51,51,49,52,53,53,52,50,52,50,52,51,54,52,53
95,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,48,46,47,47,47,50,48,47,49,48,48,50,49,49,49,51,48,49,50,50,49,51,50,49,46,47,45,48,51,54,52,51,54,47,47,49,49,48,46,49,52,51,52,52,49,48,46,47,48,49
95,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),55,52,47,51,52,51,47,49,49,44,50,50,53,50,48,51,55,50,53,54,51,54,49,54,50,53,51,52,47,50,56,52,54,52,50,52,50,50,47,50,51,47,52,51,51,48,48,48,47,48,48
96,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,46,48,49,46,50,51,49,50,50,53,45,51,54,50,50,49,50,49,49,52,49,49,52,47,44,50,49,49,46,54,48,48,53,51,50,52,49,49,52,49,50,48,48,50,48,50,52,53,48,52
96,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,52,51,54,53,51,52,50,48,48,50,50,51,51,51,55,52,52,50,54,53,54,55,54,52,51,51,49,49,50,56,53,50,50,51,51,54,56,53,52,54,51,50,50,51,55,54,53,50,51,50
96,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,51,50,48,47,46,45,48,50,47,47,47,49,49,48,49,49,48,48,47,49,50,49,48,48,49,48,49,48,48,50,48,50,47,45,49,47,46,43,47,49,51,43,43,44,44,44,45,46,48,47
96,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,53,56,49,56,53,51,45,49,49,50,45,49,51,45,49,50,49,49,49,52,47,51,48,51,50,51,50,56,48,53,50,50,49,49,52,54,50,51,50,49,53,50,50,49,53,51,49,48,50,52
