runN,Variables,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
102,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,51,52,51,53,52,51,50,51,52,50,52,51,51,53,51,51,50,50,51,53,50,53,53,53,50,49,49,49,52,53,53,51,51,55,55,53,52,52,50,48,49,48,52,53,51,52,50,51,51,50
102,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),54,50,52,49,47,52,51,49,49,48,50,47,52,48,50,46,52,50,50,51,51,54,47,52,50,51,53,53,46,50,50,47,49,51,49,52,51,49,50,52,50,51,51,50,49,52,49,56,53,49,51
103,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),52,52,47,51,53,51,50,49,47,50,45,48,53,49,48,49,53,48,49,51,51,45,47,49,46,48,53,49,50,48,50,54,49,48,51,50,51,47,51,49,49,53,52,48,47,56,53,49,49,52,51
103,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,50,50,52,51,48,46,47,48,49,52,50,51,52,54,53,51,50,53,49,51,50,48,48,49,49,49,50,50,51,48,47,48,50,52,49,50,50,50,52,50,49,50,49,51,51,50,49,49,54,52
103,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,48,46,45,45,48,46,47,50,50,49,51,49,49,47,48,48,46,48,48,48,48,46,46,46,50,46,47,48,50,48,48,47,47,49,48,46,46,47,48,50,47,48,47,48,47,48,48,48,50,47
103,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),54,49,55,49,48,54,47,53,50,52,50,51,43,53,48,49,50,52,51,48,49,48,52,52,50,50,51,51,46,48,49,53,50,52,51,51,53,47,50,51,48,53,53,49,52,55,49,53,48,49,48
104,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,47,51,54,55,49,51,50,49,47,49,50,51,48,53,52,55,52,47,51,50,53,52,48,50,47,51,51,53,53,55,53,55,53,52,53,52,54,50,52,49,55,53,49,50,47,51,53,54,50,51
104,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),46,48,47,47,50,50,50,51,47,50,49,48,49,46,49,48,49,46,47,49,50,48,49,52,51,52,51,52,53,50,51,51,49,44,47,49,48,49,50,51,51,51,49,51,51,48,50,50,51,49,49
104,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,51,51,47,49,49,49,48,49,48,51,49,51,50,52,51,49,51,50,51,51,52,53,47,47,53,49,48,47,49,48,48,47,49,45,46,46,47,50,49,51,51,50,48,49,50,46,48,52,51,47
104,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),47,52,49,50,52,51,50,46,48,50,47,50,48,50,51,51,48,50,49,47,51,50,50,50,52,48,51,52,48,48,49,52,49,47,44,55,49,56,51,50,54,52,50,50,49,51,51,51,51,50,52
105,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,51,49,49,47,51,49,52,48,54,54,52,50,49,54,51,50,48,48,51,53,48,49,51,49,52,58,48,49,47,53,46,51,52,51,51,48,49,55,49,47,50,46,49,52,52,48,53,50,51,51
105,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),52,50,51,51,48,50,47,46,48,49,51,49,47,49,48,53,54,53,55,53,52,51,53,54,55,54,51,51,49,53,50,50,50,50,49,52,52,49,50,49,52,50,50,50,49,48,50,50,49,51,51
105,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),47,49,51,52,48,50,51,51,51,52,55,54,54,53,49,54,52,51,48,47,48,48,51,51,51,49,51,53,53,53,53,50,52,48,51,51,49,54,54,53,51,52,49,52,49,51,48,51,51,51,53
105,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),45,51,49,53,48,53,45,50,51,50,54,55,51,51,48,49,51,52,49,49,49,47,50,50,48,50,49,48,52,52,50,51,53,50,50,51,49,45,48,47,52,46,50,51,52,49,52,48,49,54,50
106,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),47,50,49,52,47,47,48,51,47,51,51,53,55,52,48,50,50,50,45,50,52,48,47,51,51,49,49,50,51,45,53,52,49,52,49,47,50,47,50,51,52,50,47,53,47,51,48,47,49,53,49
106,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),49,49,48,51,49,52,51,49,49,47,47,47,45,46,47,51,48,48,46,45,47,51,50,49,49,50,48,46,48,51,47,47,46,45,48,47,49,48,49,46,49,49,50,49,47,48,46,46,48,48,47
106,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,47,50,49,51,49,48,49,48,49,49,48,49,52,56,53,51,49,50,51,51,55,53,52,51,52,53,50,51,49,50,48,49,48,47,45,48,48,50,47,47,49,47,46,47,47,48,51,49,50,49
106,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,48,53,49,49,53,53,52,46,48,54,50,52,51,52,49,46,49,51,49,52,48,52,52,49,49,49,51,48,53,51,48,53,52,54,56,51,56,54,52,52,53,51,49,55,47,51,47,54,50,50
107,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,50,49,48,53,52,49,50,51,49,50,48,52,47,49,50,51,51,50,51,48,48,45,50,46,47,49,48,51,47,53,53,46,50,51,48,49,52,53,48,53,51,46,51,50,48,50,48,44,46,47
107,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),44,47,49,49,49,50,50,49,52,49,49,49,51,48,46,49,49,52,50,51,50,50,52,51,53,52,51,53,51,48,47,51,51,51,48,48,52,51,49,48,51,49,51,53,50,51,49,55,53,53,53
107,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,51,49,46,49,47,48,49,49,49,51,49,48,47,49,49,47,48,50,49,50,49,50,50,51,50,48,49,52,49,49,47,50,50,48,45,49,50,48,52,51,52,50,53,52,50,49,53,54,52,51
107,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,54,51,48,53,51,51,51,51,48,53,55,49,51,49,50,52,51,49,51,54,52,50,48,53,49,50,52,50,50,45,52,49,49,51,51,51,53,49,50,47,49,46,48,43,51,52,48,47,50,47
108,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),48,51,49,51,45,50,48,49,52,51,51,51,50,49,50,52,50,50,51,52,52,48,47,51,49,49,51,49,50,51,53,51,49,47,48,52,47,50,55,51,49,49,51,48,52,52,50,52,49,54,50
108,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,49,51,48,47,48,46,50,49,49,49,48,49,48,49,48,47,47,50,51,49,46,49,49,51,53,49,49,48,47,45,46,47,49,46,49,47,47,48,51,49,50,50,51,51,49,47,46,45,49,48
108,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,47,52,51,54,49,51,53,51,52,51,53,54,51,51,50,51,50,52,51,51,56,52,50,49,54,53,47,49,49,48,49,48,48,47,48,48,46,49,50,52,50,52,51,52,54,54,52,51,52,49
108,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,47,48,51,49,51,50,52,48,45,50,53,50,49,48,52,51,55,52,52,46,53,50,51,50,50,51,58,51,48,54,52,51,50,49,50,47,51,52,48,49,53,52,54,47,53,51,52,47,53,48
109,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),48,47,50,51,49,50,52,53,48,47,50,48,51,52,51,51,51,51,53,52,49,48,48,50,47,54,49,52,53,47,48,50,49,50,56,47,49,50,47,53,49,52,49,52,55,49,50,52,50,52,52
109,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),52,53,53,52,52,48,48,53,50,49,52,51,51,53,51,49,47,48,49,50,51,49,50,51,47,49,48,49,48,52,53,49,51,48,45,47,48,50,52,50,49,54,50,51,51,49,51,52,51,50,49
109,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),47,50,47,48,47,49,52,49,50,50,52,52,48,49,50,51,49,48,48,47,49,48,50,46,50,49,52,52,52,53,53,54,53,52,52,52,54,52,50,54,52,50,53,50,51,50,53,51,53,51,52
109,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,48,48,52,50,50,50,52,51,52,51,50,51,48,52,50,50,51,52,55,51,51,51,50,52,51,52,51,51,50,49,48,50,47,50,52,53,49,51,52,48,48,51,49,51,51,50,51,50,48,52
110,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),47,51,50,50,51,51,51,49,49,52,50,54,47,50,47,51,51,51,50,50,50,49,52,57,49,52,51,50,55,51,53,51,48,54,50,50,51,53,51,54,52,52,50,53,51,54,55,54,49,52,50
110,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),48,51,53,50,51,49,46,49,47,50,49,50,48,51,51,45,49,48,49,47,46,48,47,47,45,48,48,48,48,48,50,47,47,47,46,47,44,45,47,48,45,46,45,43,45,45,46,45,47,50,49
110,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,52,50,50,50,50,48,47,45,45,45,45,47,48,51,51,49,47,53,52,50,49,47,47,50,50,50,52,51,52,55,54,53,53,51,51,50,50,49,51,49,49,48,48,49,49,46,44,47,49,50
110,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,49,50,52,49,52,52,46,53,51,52,48,49,51,50,49,50,47,49,51,50,50,52,53,50,52,52,55,48,50,47,48,52,49,50,55,54,49,49,49,51,51,51,49,48,52,52,55,53,50,51
111,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),49,51,45,49,48,50,50,49,48,50,49,43,51,51,47,47,55,49,51,51,52,53,50,49,52,52,49,46,49,50,48,50,49,47,47,50,50,48,53,53,53,49,47,48,50,54,50,47,52,52,52
111,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),49,46,49,51,48,48,50,49,48,50,50,52,51,51,53,50,51,49,49,50,51,50,50,51,52,50,49,50,52,53,52,50,51,47,48,48,50,50,49,49,45,49,50,50,52,49,49,50,48,48,48
111,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),52,53,51,49,51,52,53,54,51,53,52,51,50,47,50,50,49,51,54,53,51,50,51,52,55,52,53,52,51,51,56,54,54,51,50,51,50,52,50,51,53,51,51,50,46,50,49,50,50,50,52
111,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,46,50,47,48,49,51,49,49,49,50,50,50,51,48,50,49,49,49,48,51,52,52,51,49,50,47,48,47,49,47,50,45,50,52,47,46,49,52,48,52,51,54,49,48,50,51,50,54,53,47
112,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,48,50,47,52,43,47,46,50,48,49,50,51,53,51,51,51,51,50,51,46,53,49,50,48,48,48,50,54,52,49,50,51,50,52,50,52,51,49,53,54,49,51,47,45,47,47,47,49,47,51
112,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,47,50,47,50,53,53,50,52,50,54,54,55,55,53,52,54,52,52,55,52,52,50,54,53,52,51,52,51,51,51,49,49,50,51,50,51,52,51,51,51,54,50,52,46,48,49,52,49,51,50
112,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),54,55,55,55,51,52,50,50,48,48,48,49,50,49,49,51,49,48,48,50,48,48,50,47,47,45,45,48,50,48,49,52,49,50,48,47,51,52,51,47,50,51,51,48,51,53,52,54,51,52,51
112,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,51,46,47,47,49,48,51,51,48,51,51,49,49,50,50,50,50,48,50,51,48,50,51,51,50,47,53,52,52,50,50,47,51,48,51,49,52,47,49,51,53,46,49,52,48,51,50,50,54,54
113,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),52,47,49,49,47,52,51,52,52,54,52,52,49,51,46,46,50,52,50,48,49,49,49,50,52,46,46,53,51,51,48,53,49,52,48,48,49,49,48,49,48,48,46,49,54,51,51,50,50,51,49
113,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),49,51,51,50,47,49,51,51,53,53,52,53,53,51,51,52,51,54,53,52,53,51,52,51,50,52,47,49,47,49,48,49,51,51,50,52,51,50,47,49,49,47,50,53,50,52,51,51,51,50,52
113,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,50,49,50,50,51,50,48,52,50,52,52,51,50,50,50,50,50,51,51,50,52,50,51,54,52,55,55,50,52,52,51,51,51,50,54,52,54,52,51,50,50,50,50,50,49,48,43,46,48,47
113,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),47,53,49,45,51,51,52,48,49,53,47,51,48,48,52,50,49,52,48,51,49,52,53,49,48,48,50,51,51,45,50,49,53,53,49,49,52,46,50,48,48,51,52,54,50,49,53,49,52,49,52
114,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),51,44,52,54,49,53,52,48,48,50,51,47,53,52,48,51,48,56,51,54,49,54,53,48,52,51,49,53,53,54,48,50,55,52,49,51,52,54,49,58,48,49,46,49,50,48,49,55,49,52,49
114,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),49,49,51,50,51,50,51,49,51,51,51,52,54,51,51,51,49,50,50,51,49,51,51,52,50,48,51,52,53,53,51,49,49,53,53,51,49,48,48,49,45,50,51,51,49,45,47,48,49,51,49
114,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),49,49,48,47,49,47,48,45,48,48,50,50,49,51,47,48,47,46,48,49,48,47,50,48,48,48,45,47,46,50,45,48,49,51,50,53,52,48,49,50,46,48,51,50,50,53,54,51,50,50,50
114,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,53,51,53,54,51,52,53,55,51,56,47,47,52,53,52,50,51,48,51,51,52,52,53,51,50,51,51,48,48,50,49,49,52,53,48,49,46,51,54,52,47,49,52,46,51,52,47,51,54,52
115,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),49,51,51,51,51,50,53,50,50,51,49,47,48,47,45,49,46,53,50,51,48,52,52,51,49,49,49,51,52,52,50,50,53,54,54,53,50,50,50,52,49,49,49,49,50,49,51,50,53,53,45
115,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,47,49,48,49,50,50,50,50,48,49,51,49,51,52,50,50,51,48,49,50,49,47,48,48,45,46,47,45,49,44,47,48,47,48,50,49,50,49,52,48,48,48,48,49,48,48,51,49,50,50
115,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),48,48,52,52,53,52,53,50,51,49,52,54,53,53,51,49,54,53,49,50,52,52,51,52,54,55,57,53,51,50,50,51,49,49,49,51,50,51,48,50,50,48,47,49,48,50,51,52,49,50,51
115,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,50,50,49,50,49,52,46,54,54,48,52,50,47,49,54,44,49,46,47,48,51,50,52,51,46,51,47,48,51,52,47,53,47,54,51,50,48,47,49,50,51,48,51,50,54,50,51,52,49,48
116,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,52,52,53,48,51,47,52,50,51,52,50,49,51,55,49,49,52,48,51,52,50,51,54,51,54,48,51,50,52,48,52,52,53,54,55,51,52,46,53,51,51,53,53,51,53,50,51,48,47,51
116,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),46,44,47,50,51,47,49,48,49,49,50,48,49,46,50,54,52,53,52,51,50,52,49,49,50,51,52,53,53,52,49,49,47,49,48,46,47,48,49,49,49,50,49,49,50,52,54,53,50,46,48
116,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),55,56,54,54,54,53,52,52,50,50,50,49,50,53,49,51,51,50,51,54,52,52,50,49,50,48,48,50,47,50,50,50,50,50,47,50,49,49,49,50,49,49,47,47,46,48,47,50,47,49,50
116,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),48,51,51,52,48,51,51,52,51,47,51,49,52,48,46,49,55,51,49,47,47,51,53,54,52,50,50,51,52,49,48,54,52,52,52,50,53,52,53,49,43,53,50,50,47,50,50,50,49,52,49
117,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),53,47,51,50,49,47,52,50,49,54,48,49,49,49,51,51,51,55,48,55,53,52,56,50,51,49,48,49,50,50,48,49,51,53,50,47,52,49,49,47,50,52,51,49,52,50,51,49,52,47,54
117,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),49,49,51,51,48,49,49,50,50,50,48,52,50,48,50,51,49,50,46,50,50,51,50,50,46,48,50,49,50,51,50,48,48,49,52,51,49,47,52,49,51,49,52,52,55,53,53,50,51,49,52
117,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),51,52,49,47,50,52,50,48,51,50,48,48,48,46,48,49,48,48,50,51,50,48,48,50,50,48,49,49,49,50,50,48,50,48,51,48,47,46,44,47,45,45,47,46,46,45,46,49,48,49,47
117,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),54,51,50,53,50,50,49,51,53,50,49,54,51,48,52,50,46,49,47,50,51,52,44,50,50,52,51,51,50,50,50,46,50,52,52,51,47,49,48,49,50,52,53,53,51,45,50,56,49,49,52
118,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),53,46,53,50,52,51,53,49,51,53,51,51,52,51,52,49,50,50,51,50,52,50,49,53,54,51,47,52,50,51,50,50,53,53,52,52,50,49,52,51,55,52,49,52,53,50,51,50,50,50,53
118,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,51,48,47,49,49,48,50,49,47,46,46,49,48,46,50,50,50,51,49,50,50,48,49,47,45,47,48,49,49,49,52,48,48,47,46,44,47,49,50,51,52,48,47,49,48,52,52,51,47,45
118,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),44,47,50,50,49,51,52,51,47,48,49,46,50,52,50,51,50,49,51,49,50,51,50,51,50,49,48,47,48,49,48,47,48,47,50,51,49,50,49,54,51,50,53,51,51,52,50,51,50,52,50
118,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),50,50,50,54,48,50,54,49,47,53,51,47,50,50,49,51,49,51,50,50,52,52,50,51,50,51,52,52,48,47,54,50,55,50,51,49,52,52,51,48,49,51,50,51,47,50,51,49,49,49,49
119,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),48,50,52,53,49,51,51,52,52,49,50,53,52,54,49,51,49,53,53,45,48,51,52,49,48,45,50,50,50,52,52,51,50,51,48,51,47,51,47,49,48,51,50,51,50,52,48,52,55,50,50
119,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),44,50,46,47,45,46,46,50,50,47,48,50,48,49,47,50,45,48,48,51,52,49,48,50,51,48,49,50,51,48,48,49,50,51,50,49,47,47,47,46,48,47,46,45,45,49,51,52,51,50,49
119,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),46,49,51,49,52,48,49,49,48,48,52,52,47,49,50,47,49,46,49,52,51,54,49,51,51,52,51,51,52,49,52,49,48,48,50,52,51,51,50,49,49,55,54,53,51,51,49,51,50,48,49
119,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),51,53,50,47,51,47,53,49,54,51,48,50,48,56,52,48,50,51,47,46,52,51,51,54,48,50,48,51,49,55,48,50,53,51,50,52,48,49,46,48,48,51,54,51,51,51,52,53,49,48,47
120,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,49,50,52,49,51,55,51,50,47,52,50,53,51,47,48,50,49,46,50,50,47,51,50,50,48,48,47,46,51,49,48,48,51,49,47,50,48,47,48,50,52,50,49,50,49,50,48,44,51,46
120,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),51,53,50,49,51,53,51,52,49,51,53,52,50,50,51,49,48,49,49,48,48,51,48,46,48,49,48,51,52,53,51,52,49,51,52,52,55,51,53,53,52,51,54,52,53,51,50,50,52,53,53
120,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),50,52,52,53,50,51,51,50,52,49,52,46,49,49,51,51,52,48,49,54,54,52,52,51,52,51,51,48,49,50,49,48,46,49,48,48,49,52,49,50,51,48,48,52,51,52,51,50,52,50,52
120,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),50,47,50,51,51,48,48,51,46,51,48,54,48,49,51,54,50,49,47,45,49,49,48,48,49,48,50,51,51,50,51,50,51,52,54,49,49,49,51,45,51,50,51,49,49,49,52,52,52,50,49
121,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),45,50,50,49,51,51,48,52,48,50,47,50,51,49,50,49,49,49,54,48,46,52,51,49,46,53,51,47,49,46,50,54,48,49,51,49,48,52,51,50,47,49,47,51,50,50,52,50,53,51,50
121,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),54,50,48,49,52,50,51,49,55,55,54,56,54,47,49,49,47,47,50,50,46,50,49,48,48,48,47,43,46,47,48,46,49,46,49,52,50,48,49,49,49,47,49,45,46,47,47,49,48,47,49
121,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),48,50,50,50,50,50,49,52,52,54,51,53,51,54,52,51,49,50,49,49,47,50,52,54,54,51,53,53,50,49,48,51,52,50,52,50,50,51,54,54,52,55,50,54,53,51,50,55,55,55,54
121,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),52,56,49,47,49,49,50,49,53,49,47,53,52,52,55,47,51,56,52,51,55,50,49,52,52,52,50,51,54,48,52,54,49,54,49,50,43,52,50,51,50,53,50,50,47,51,52,48,49,49,52
122,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),50,51,49,49,46,47,49,51,49,51,55,49,49,52,55,48,50,50,52,49,52,49,53,49,48,52,46,49,51,53,52,50,51,52,48,53,52,48,50,51,46,47,51,49,51,51,52,52,48,48,52
122,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),50,50,49,47,49,48,50,50,49,50,51,48,48,53,50,52,52,49,47,46,49,45,49,48,49,48,50,51,47,49,50,49,48,49,51,49,50,51,53,49,51,54,53,54,50,52,51,55,52,51,48
122,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),51,54,50,51,52,50,51,52,52,51,53,53,50,50,51,54,50,50,53,51,51,51,48,51,50,52,52,52,51,52,52,53,53,52,52,48,50,50,51,49,48,47,50,51,52,50,51,50,50,50,49
122,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),49,52,50,49,48,50,50,53,52,51,51,50,48,50,50,49,48,52,47,49,50,48,48,44,45,52,49,49,50,53,50,50,50,50,48,50,49,49,51,49,48,48,47,50,51,50,45,50,46,49,51
123,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),52,52,51,48,50,52,48,51,47,53,48,53,48,50,50,48,53,52,51,54,49,47,49,50,49,46,48,49,44,46,50,50,47,52,51,52,50,48,51,51,56,48,47,52,50,51,51,50,49,47,52
123,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),49,49,49,49,54,53,52,50,50,51,50,51,50,51,53,51,49,47,49,50,49,51,53,51,54,49,48,49,49,50,48,50,49,52,50,46,50,51,52,50,49,52,50,51,51,53,52,52,51,50,50
